Year,Country_Code,Country_Name,Sex,Value,Permit_Type,Dataset_Code,Dataset
2019,BHR,Bahrain,Total,1,,D4,Immigrants - citizenship
2020,BHR,Bahrain,Male,1,,D4,Immigrants - citizenship
2020,BHR,Bahrain,Female,1,,D4,Immigrants - citizenship
2020,BHR,Bahrain,Total,2,,D4,Immigrants - citizenship
2021,BHR,Bahrain,Male,1,,D4,Immigrants - citizenship
2021,BHR,Bahrain,Female,1,,D4,Immigrants - citizenship
2021,BHR,Bahrain,Total,2,,D4,Immigrants - citizenship
2022,BHR,Bahrain,Male,1,,D4,Immigrants - citizenship
2022,BHR,Bahrain,Female,1,,D4,Immigrants - citizenship
2022,BHR,Bahrain,Total,2,,D4,Immigrants - citizenship
2023,BHR,Bahrain,Female,1,,D4,Immigrants - citizenship
2023,BHR,Bahrain,Total,1,,D4,Immigrants - citizenship
2019,BGD,Bangladesh,Male,6477,,D4,Immigrants - citizenship
2019,BGD,Bangladesh,Female,5278,,D4,Immigrants - citizenship
2019,BGD,Bangladesh,Total,11755,,D4,Immigrants - citizenship
2020,BGD,Bangladesh,Male,4653,,D4,Immigrants - citizenship
2020,BGD,Bangladesh,Female,3126,,D4,Immigrants - citizenship
2020,BGD,Bangladesh,Total,7779,,D4,Immigrants - citizenship
2021,BGD,Bangladesh,Male,10509,,D4,Immigrants - citizenship
2021,BGD,Bangladesh,Female,4075,,D4,Immigrants - citizenship
2021,BGD,Bangladesh,Total,14584,,D4,Immigrants - citizenship
2022,BGD,Bangladesh,Male,16387,,D4,Immigrants - citizenship
2022,BGD,Bangladesh,Female,4673,,D4,Immigrants - citizenship
2022,BGD,Bangladesh,Total,21060,,D4,Immigrants - citizenship
2023,BGD,Bangladesh,Male,20913,,D4,Immigrants - citizenship
2023,BGD,Bangladesh,Female,5056,,D4,Immigrants - citizenship
2023,BGD,Bangladesh,Total,25969,,D4,Immigrants - citizenship
2019,BGD,Bangladesh,Male,57640,Long-term,D5,Type of residence permit and citizenship
2019,BGD,Bangladesh,Male,47694,Short-term,D5,Type of residence permit and citizenship
2019,BGD,Bangladesh,Male,105334,Total,D5,Type of residence permit and citizenship
2019,BGD,Bangladesh,Female,23753,Long-term,D5,Type of residence permit and citizenship
2019,BGD,Bangladesh,Female,16620,Short-term,D5,Type of residence permit and citizenship
2019,BGD,Bangladesh,Female,40373,Total,D5,Type of residence permit and citizenship
2019,BGD,Bangladesh,Total,81393,Long-term,D5,Type of residence permit and citizenship
2019,BGD,Bangladesh,Total,64314,Short-term,D5,Type of residence permit and citizenship
2019,BGD,Bangladesh,Total,145707,Total,D5,Type of residence permit and citizenship
2020,BGD,Bangladesh,Male,61002,Long-term,D5,Type of residence permit and citizenship
2020,BGD,Bangladesh,Male,43212,Short-term,D5,Type of residence permit and citizenship
2020,BGD,Bangladesh,Male,104214,Total,D5,Type of residence permit and citizenship
2020,BGD,Bangladesh,Female,24279,Long-term,D5,Type of residence permit and citizenship
2020,BGD,Bangladesh,Female,19896,Short-term,D5,Type of residence permit and citizenship
2020,BGD,Bangladesh,Female,44175,Total,D5,Type of residence permit and citizenship
2020,BGD,Bangladesh,Total,85281,Long-term,D5,Type of residence permit and citizenship
2020,BGD,Bangladesh,Total,63108,Short-term,D5,Type of residence permit and citizenship
2020,BGD,Bangladesh,Total,148389,Total,D5,Type of residence permit and citizenship
2021,BGD,Bangladesh,Male,60510,Long-term,D5,Type of residence permit and citizenship
2021,BGD,Bangladesh,Male,35108,Short-term,D5,Type of residence permit and citizenship
2021,BGD,Bangladesh,Male,95618,Total,D5,Type of residence permit and citizenship
2021,BGD,Bangladesh,Female,22611,Long-term,D5,Type of residence permit and citizenship
2021,BGD,Bangladesh,Female,20280,Short-term,D5,Type of residence permit and citizenship
2021,BGD,Bangladesh,Female,42891,Total,D5,Type of residence permit and citizenship
2021,BGD,Bangladesh,Total,83121,Long-term,D5,Type of residence permit and citizenship
2021,BGD,Bangladesh,Total,55388,Short-term,D5,Type of residence permit and citizenship
2021,BGD,Bangladesh,Total,138509,Total,D5,Type of residence permit and citizenship
2022,BGD,Bangladesh,Male,62902,Long-term,D5,Type of residence permit and citizenship
2022,BGD,Bangladesh,Male,45130,Short-term,D5,Type of residence permit and citizenship
2022,BGD,Bangladesh,Male,108032,Total,D5,Type of residence permit and citizenship
2022,BGD,Bangladesh,Female,21798,Long-term,D5,Type of residence permit and citizenship
2022,BGD,Bangladesh,Female,20862,Short-term,D5,Type of residence permit and citizenship
2022,BGD,Bangladesh,Female,42660,Total,D5,Type of residence permit and citizenship
2022,BGD,Bangladesh,Total,84700,Long-term,D5,Type of residence permit and citizenship
2022,BGD,Bangladesh,Total,65992,Short-term,D5,Type of residence permit and citizenship
2022,BGD,Bangladesh,Total,150692,Total,D5,Type of residence permit and citizenship
2023,BGD,Bangladesh,Male,62797,Long-term,D5,Type of residence permit and citizenship
2023,BGD,Bangladesh,Male,54139,Short-term,D5,Type of residence permit and citizenship
2023,BGD,Bangladesh,Male,116936,Total,D5,Type of residence permit and citizenship
2023,BGD,Bangladesh,Female,20772,Long-term,D5,Type of residence permit and citizenship
2023,BGD,Bangladesh,Female,24633,Short-term,D5,Type of residence permit and citizenship
2023,BGD,Bangladesh,Female,45405,Total,D5,Type of residence permit and citizenship
2023,BGD,Bangladesh,Total,83569,Long-term,D5,Type of residence permit and citizenship
2023,BGD,Bangladesh,Total,78772,Short-term,D5,Type of residence permit and citizenship
2023,BGD,Bangladesh,Total,162341,Total,D5,Type of residence permit and citizenship
2024,BGD,Bangladesh,Male,62480,Long-term,D5,Type of residence permit and citizenship
2024,BGD,Bangladesh,Male,61638,Short-term,D5,Type of residence permit and citizenship
2024,BGD,Bangladesh,Male,124118,Total,D5,Type of residence permit and citizenship
2024,BGD,Bangladesh,Female,20054,Long-term,D5,Type of residence permit and citizenship
2024,BGD,Bangladesh,Female,23091,Short-term,D5,Type of residence permit and citizenship
2024,BGD,Bangladesh,Female,43145,Total,D5,Type of residence permit and citizenship
2024,BGD,Bangladesh,Total,82534,Long-term,D5,Type of residence permit and citizenship
2024,BGD,Bangladesh,Total,84729,Short-term,D5,Type of residence permit and citizenship
2024,BGD,Bangladesh,Total,167263,Total,D5,Type of residence permit and citizenship
2019,BRB,Barbados,Male,2,,D4,Immigrants - citizenship
2019,BRB,Barbados,Female,1,,D4,Immigrants - citizenship
2019,BRB,Barbados,Total,3,,D4,Immigrants - citizenship
2022,BRB,Barbados,Male,1,,D4,Immigrants - citizenship
2022,BRB,Barbados,Total,1,,D4,Immigrants - citizenship
2023,BRB,Barbados,Male,1,,D4,Immigrants - citizenship
2023,BRB,Barbados,Total,1,,D4,Immigrants - citizenship
2019,BLR,Belarus,Male,146,,D4,Immigrants - citizenship
2019,BLR,Belarus,Female,469,,D4,Immigrants - citizenship
2019,BLR,Belarus,Total,615,,D4,Immigrants - citizenship
2020,BLR,Belarus,Male,106,,D4,Immigrants - citizenship
2020,BLR,Belarus,Female,335,,D4,Immigrants - citizenship
2020,BLR,Belarus,Total,441,,D4,Immigrants - citizenship
2021,BLR,Belarus,Male,119,,D4,Immigrants - citizenship
2021,BLR,Belarus,Female,412,,D4,Immigrants - citizenship
2021,BLR,Belarus,Total,531,,D4,Immigrants - citizenship
2022,BLR,Belarus,Male,181,,D4,Immigrants - citizenship
2022,BLR,Belarus,Female,502,,D4,Immigrants - citizenship
2022,BLR,Belarus,Total,683,,D4,Immigrants - citizenship
2023,BLR,Belarus,Male,262,,D4,Immigrants - citizenship
2023,BLR,Belarus,Female,523,,D4,Immigrants - citizenship
2023,BLR,Belarus,Total,785,,D4,Immigrants - citizenship
2019,BEL,Belgium,Male,212,,D4,Immigrants - citizenship
2019,BEL,Belgium,Female,213,,D4,Immigrants - citizenship
2019,BEL,Belgium,Total,425,,D4,Immigrants - citizenship
2020,BEL,Belgium,Male,195,,D4,Immigrants - citizenship
2020,BEL,Belgium,Female,178,,D4,Immigrants - citizenship
2020,BEL,Belgium,Total,373,,D4,Immigrants - citizenship
2021,BEL,Belgium,Male,225,,D4,Immigrants - citizenship
2021,BEL,Belgium,Female,220,,D4,Immigrants - citizenship
2021,BEL,Belgium,Total,445,,D4,Immigrants - citizenship
2022,BEL,Belgium,Male,255,,D4,Immigrants - citizenship
2022,BEL,Belgium,Female,243,,D4,Immigrants - citizenship
2022,BEL,Belgium,Total,498,,D4,Immigrants - citizenship
2023,BEL,Belgium,Male,290,,D4,Immigrants - citizenship
2023,BEL,Belgium,Female,273,,D4,Immigrants - citizenship
2023,BEL,Belgium,Total,563,,D4,Immigrants - citizenship
2019,BLZ,Belize,Male,1,,D4,Immigrants - citizenship
2019,BLZ,Belize,Female,1,,D4,Immigrants - citizenship
2019,BLZ,Belize,Total,2,,D4,Immigrants - citizenship
2021,BLZ,Belize,Female,1,,D4,Immigrants - citizenship
2021,BLZ,Belize,Total,1,,D4,Immigrants - citizenship
2022,BLZ,Belize,Female,2,,D4,Immigrants - citizenship
2022,BLZ,Belize,Total,2,,D4,Immigrants - citizenship
2023,BLZ,Belize,Male,4,,D4,Immigrants - citizenship
2023,BLZ,Belize,Female,2,,D4,Immigrants - citizenship
2023,BLZ,Belize,Total,6,,D4,Immigrants - citizenship
2019,BEN,Benin,Male,102,,D4,Immigrants - citizenship
2019,BEN,Benin,Female,66,,D4,Immigrants - citizenship
2019,BEN,Benin,Total,168,,D4,Immigrants - citizenship
2020,BEN,Benin,Male,96,,D4,Immigrants - citizenship
2020,BEN,Benin,Female,47,,D4,Immigrants - citizenship
2020,BEN,Benin,Total,143,,D4,Immigrants - citizenship
2021,BEN,Benin,Male,88,,D4,Immigrants - citizenship
2021,BEN,Benin,Female,52,,D4,Immigrants - citizenship
2021,BEN,Benin,Total,140,,D4,Immigrants - citizenship
2022,BEN,Benin,Male,125,,D4,Immigrants - citizenship
2022,BEN,Benin,Female,48,,D4,Immigrants - citizenship
2022,BEN,Benin,Total,173,,D4,Immigrants - citizenship
2023,BEN,Benin,Male,268,,D4,Immigrants - citizenship
2023,BEN,Benin,Female,63,,D4,Immigrants - citizenship
2023,BEN,Benin,Total,331,,D4,Immigrants - citizenship
2019,BTN,Bhutan,Male,1,,D4,Immigrants - citizenship
2019,BTN,Bhutan,Female,3,,D4,Immigrants - citizenship
2019,BTN,Bhutan,Total,4,,D4,Immigrants - citizenship
2021,BTN,Bhutan,Male,3,,D4,Immigrants - citizenship
2021,BTN,Bhutan,Female,3,,D4,Immigrants - citizenship
2021,BTN,Bhutan,Total,6,,D4,Immigrants - citizenship
2023,BTN,Bhutan,Male,2,,D4,Immigrants - citizenship
2023,BTN,Bhutan,Female,2,,D4,Immigrants - citizenship
2023,BTN,Bhutan,Total,4,,D4,Immigrants - citizenship
2019,BOL,Bolivia,Male,118,,D4,Immigrants - citizenship
2019,BOL,Bolivia,Female,153,,D4,Immigrants - citizenship
2019,BOL,Bolivia,Total,271,,D4,Immigrants - citizenship
2020,BOL,Bolivia,Male,82,,D4,Immigrants - citizenship
2020,BOL,Bolivia,Female,106,,D4,Immigrants - citizenship
2020,BOL,Bolivia,Total,188,,D4,Immigrants - citizenship
2021,BOL,Bolivia,Male,98,,D4,Immigrants - citizenship
2021,BOL,Bolivia,Female,145,,D4,Immigrants - citizenship
2021,BOL,Bolivia,Total,243,,D4,Immigrants - citizenship
2022,BOL,Bolivia,Male,120,,D4,Immigrants - citizenship
2022,BOL,Bolivia,Female,195,,D4,Immigrants - citizenship
2022,BOL,Bolivia,Total,315,,D4,Immigrants - citizenship
2023,BOL,Bolivia,Male,88,,D4,Immigrants - citizenship
2023,BOL,Bolivia,Female,161,,D4,Immigrants - citizenship
2023,BOL,Bolivia,Total,249,,D4,Immigrants - citizenship
2019,BIH,Bosnia and Herzegovina,Male,236,,D4,Immigrants - citizenship
2019,BIH,Bosnia and Herzegovina,Female,274,,D4,Immigrants - citizenship
2019,BIH,Bosnia and Herzegovina,Total,510,,D4,Immigrants - citizenship
2020,BIH,Bosnia and Herzegovina,Male,141,,D4,Immigrants - citizenship
2020,BIH,Bosnia and Herzegovina,Female,209,,D4,Immigrants - citizenship
2020,BIH,Bosnia and Herzegovina,Total,350,,D4,Immigrants - citizenship
2021,BIH,Bosnia and Herzegovina,Male,191,,D4,Immigrants - citizenship
2021,BIH,Bosnia and Herzegovina,Female,243,,D4,Immigrants - citizenship
2021,BIH,Bosnia and Herzegovina,Total,434,,D4,Immigrants - citizenship
2022,BIH,Bosnia and Herzegovina,Male,234,,D4,Immigrants - citizenship
2022,BIH,Bosnia and Herzegovina,Female,277,,D4,Immigrants - citizenship
2022,BIH,Bosnia and Herzegovina,Total,511,,D4,Immigrants - citizenship
2023,BIH,Bosnia and Herzegovina,Male,198,,D4,Immigrants - citizenship
2023,BIH,Bosnia and Herzegovina,Female,245,,D4,Immigrants - citizenship
2023,BIH,Bosnia and Herzegovina,Total,443,,D4,Immigrants - citizenship
2019,BIH,Bosnia and Herzegovina,Male,9631,Long-term,D5,Type of residence permit and citizenship
2019,BIH,Bosnia and Herzegovina,Male,2797,Short-term,D5,Type of residence permit and citizenship
2019,BIH,Bosnia and Herzegovina,Male,12428,Total,D5,Type of residence permit and citizenship
2019,BIH,Bosnia and Herzegovina,Female,7646,Long-term,D5,Type of residence permit and citizenship
2019,BIH,Bosnia and Herzegovina,Female,2809,Short-term,D5,Type of residence permit and citizenship
2019,BIH,Bosnia and Herzegovina,Female,10455,Total,D5,Type of residence permit and citizenship
2019,BIH,Bosnia and Herzegovina,Total,17277,Long-term,D5,Type of residence permit and citizenship
2019,BIH,Bosnia and Herzegovina,Total,5606,Short-term,D5,Type of residence permit and citizenship
2019,BIH,Bosnia and Herzegovina,Total,22883,Total,D5,Type of residence permit and citizenship
2020,BIH,Bosnia and Herzegovina,Male,8921,Long-term,D5,Type of residence permit and citizenship
2020,BIH,Bosnia and Herzegovina,Male,2593,Short-term,D5,Type of residence permit and citizenship
2020,BIH,Bosnia and Herzegovina,Male,11514,Total,D5,Type of residence permit and citizenship
2020,BIH,Bosnia and Herzegovina,Female,7204,Long-term,D5,Type of residence permit and citizenship
2020,BIH,Bosnia and Herzegovina,Female,2580,Short-term,D5,Type of residence permit and citizenship
2020,BIH,Bosnia and Herzegovina,Female,9784,Total,D5,Type of residence permit and citizenship
2020,BIH,Bosnia and Herzegovina,Total,16125,Long-term,D5,Type of residence permit and citizenship
2020,BIH,Bosnia and Herzegovina,Total,5173,Short-term,D5,Type of residence permit and citizenship
2020,BIH,Bosnia and Herzegovina,Total,21298,Total,D5,Type of residence permit and citizenship
2021,BIH,Bosnia and Herzegovina,Male,8252,Long-term,D5,Type of residence permit and citizenship
2021,BIH,Bosnia and Herzegovina,Male,2345,Short-term,D5,Type of residence permit and citizenship
2021,BIH,Bosnia and Herzegovina,Male,10597,Total,D5,Type of residence permit and citizenship
2021,BIH,Bosnia and Herzegovina,Female,6607,Long-term,D5,Type of residence permit and citizenship
2021,BIH,Bosnia and Herzegovina,Female,2486,Short-term,D5,Type of residence permit and citizenship
2021,BIH,Bosnia and Herzegovina,Female,9093,Total,D5,Type of residence permit and citizenship
2021,BIH,Bosnia and Herzegovina,Total,14859,Long-term,D5,Type of residence permit and citizenship
2021,BIH,Bosnia and Herzegovina,Total,4831,Short-term,D5,Type of residence permit and citizenship
2021,BIH,Bosnia and Herzegovina,Total,19690,Total,D5,Type of residence permit and citizenship
2022,BIH,Bosnia and Herzegovina,Male,8387,Long-term,D5,Type of residence permit and citizenship
2022,BIH,Bosnia and Herzegovina,Male,2204,Short-term,D5,Type of residence permit and citizenship
2022,BIH,Bosnia and Herzegovina,Male,10591,Total,D5,Type of residence permit and citizenship
2022,BIH,Bosnia and Herzegovina,Female,7144,Long-term,D5,Type of residence permit and citizenship
2022,BIH,Bosnia and Herzegovina,Female,2210,Short-term,D5,Type of residence permit and citizenship
2022,BIH,Bosnia and Herzegovina,Female,9354,Total,D5,Type of residence permit and citizenship
2022,BIH,Bosnia and Herzegovina,Total,15531,Long-term,D5,Type of residence permit and citizenship
2022,BIH,Bosnia and Herzegovina,Total,4414,Short-term,D5,Type of residence permit and citizenship
2022,BIH,Bosnia and Herzegovina,Total,19945,Total,D5,Type of residence permit and citizenship
2023,BIH,Bosnia and Herzegovina,Male,7235,Long-term,D5,Type of residence permit and citizenship
2023,BIH,Bosnia and Herzegovina,Male,2243,Short-term,D5,Type of residence permit and citizenship
2023,BIH,Bosnia and Herzegovina,Male,9478,Total,D5,Type of residence permit and citizenship
2023,BIH,Bosnia and Herzegovina,Female,6304,Long-term,D5,Type of residence permit and citizenship
2023,BIH,Bosnia and Herzegovina,Female,2362,Short-term,D5,Type of residence permit and citizenship
2023,BIH,Bosnia and Herzegovina,Female,8666,Total,D5,Type of residence permit and citizenship
2023,BIH,Bosnia and Herzegovina,Total,13539,Long-term,D5,Type of residence permit and citizenship
2023,BIH,Bosnia and Herzegovina,Total,4605,Short-term,D5,Type of residence permit and citizenship
2023,BIH,Bosnia and Herzegovina,Total,18144,Total,D5,Type of residence permit and citizenship
2024,BIH,Bosnia and Herzegovina,Male,6447,Long-term,D5,Type of residence permit and citizenship
2024,BIH,Bosnia and Herzegovina,Male,1878,Short-term,D5,Type of residence permit and citizenship
2024,BIH,Bosnia and Herzegovina,Male,8325,Total,D5,Type of residence permit and citizenship
2024,BIH,Bosnia and Herzegovina,Female,5718,Long-term,D5,Type of residence permit and citizenship
2024,BIH,Bosnia and Herzegovina,Female,1983,Short-term,D5,Type of residence permit and citizenship
2024,BIH,Bosnia and Herzegovina,Female,7701,Total,D5,Type of residence permit and citizenship
2024,BIH,Bosnia and Herzegovina,Total,12165,Long-term,D5,Type of residence permit and citizenship
2024,BIH,Bosnia and Herzegovina,Total,3861,Short-term,D5,Type of residence permit and citizenship
2024,BIH,Bosnia and Herzegovina,Total,16026,Total,D5,Type of residence permit and citizenship
2019,BWA,Botswana,Male,1,,D4,Immigrants - citizenship
2019,BWA,Botswana,Female,1,,D4,Immigrants - citizenship
